id,import_id,week_label,category,product_name,quantity,checked
1455,12,S3,🥬 Légumes de saison,Mâche,140g,f
1456,12,S3,🥬 Légumes de saison,Carottes,230g,f
1457,12,S3,🥬 Légumes de saison,Chou vert,140g,f
1458,12,S3,🥬 Légumes de saison,Salade verte,320g,f
1459,12,S3,🥬 Légumes de saison,Oignon,190g,f
1460,12,S3,🥬 Légumes de saison,Lentilles cuites,430g,f
1461,12,S3,🥬 Légumes de saison,Pois chiches conserve,180g,f
1462,12,S3,🥫 Conserves & épicerie,Passata,130g,f
1463,12,S3,🥫 Conserves & épicerie,Guacamole,55g,f
1464,12,S3,🥫 Conserves & épicerie,Moutarde,47g,f
1465,12,S3,🥫 Conserves & épicerie,Sauce soja,22ml,f
1466,12,S3,🥫 Conserves & épicerie,Gingembre,9g,f
1467,12,S3,🥫 Conserves & épicerie,Cumin,5g,f
1468,12,S3,🥫 Conserves & épicerie,Paprika,3.5g,f
1469,12,S3,🍎 Fruits & oléagineux,Amandes,180g,f
1470,12,S3,🍎 Fruits & oléagineux,Noix,20g,f
1471,12,S3,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1472,12,S3,🍎 Fruits & oléagineux,Pommes,450g,f
1473,12,S3,🍎 Fruits & oléagineux,Poires,320g,f
1474,12,S3,🍎 Fruits & oléagineux,Clémentines,280g,f
1475,12,S3,🍎 Fruits & oléagineux,Kiwis,200g,f
1476,13,S1,🥩 Viandes & Poissons,Saucisses de porc,400g,f
1477,13,S1,🥩 Viandes & Poissons,Cuisses de poulet,600g,f
1478,13,S1,🥩 Viandes & Poissons,Filet de poulet,540g,f
1479,13,S1,🥩 Viandes & Poissons,Saumon,360g (200+160),f
1480,13,S1,🥩 Viandes & Poissons,Steak haché 5%,560g,f
1481,13,S1,🥩 Viandes & Poissons,Jambon,280g,f
1482,13,S1,🥩 Viandes & Poissons,Lardons dinde,280g,f
1483,13,S1,🥛 Produits laitiers,Skyr,2kg,f
1484,13,S1,🥛 Produits laitiers,Emmental,75g,f
1485,13,S1,🥛 Produits laitiers,Cheddar,45g,f
1486,13,S1,🥛 Produits laitiers,Parmesan,40g,f
1487,13,S1,🥛 Produits laitiers,Gruyère,40g,f
1488,13,S1,🥛 Produits laitiers,Beurre,30g,f
1489,13,S1,🥛 Produits laitiers,Lait,80ml,f
1490,13,S1,🥔 Féculents,Riz,440g cuit,f
1491,13,S1,🥔 Féculents,Semoule,370g cuite,f
1492,13,S1,🥔 Féculents,Pâtes,200g cuites,f
1493,13,S1,🥔 Féculents,PDT,1.2kg,f
1494,13,S1,🥔 Féculents,Grenaille,600g,f
1495,13,S1,🥔 Féculents,Pain complet,350g,f
1496,13,S1,🥔 Féculents,Pain burger,150g,f
1497,13,S1,🥬 Légumes de saison,Poivrons conserve,300g,f
1498,13,S1,🥬 Légumes de saison,Oignon,450g,f
1499,13,S1,🥬 Légumes de saison,Carottes,180g,f
1500,13,S1,🥬 Légumes de saison,Brocoli,440g,f
1501,13,S1,🥬 Légumes de saison,Endives,450g (7),f
1502,13,S1,🥬 Légumes de saison,Mâche,160g,f
1503,13,S1,🥬 Légumes de saison,Haricots verts,540g,f
1504,13,S1,🥬 Légumes de saison,Salade verte,200g,f
1505,13,S1,🥬 Légumes de saison,Tomates cerise,90g,f
1506,13,S1,🥬 Légumes de saison,Lentilles vertes,250g sèches,f
1507,13,S1,🥬 Légumes de saison,Lentilles cuites,200g,f
1508,13,S1,🥫 Conserves & épicerie,Passata,950g,f
1509,13,S1,🥫 Conserves & épicerie,Concentré tomate,20g,f
1510,13,S1,🥫 Conserves & épicerie,Gingembre frais,15g,f
1511,13,S1,🥫 Conserves & épicerie,Sauce soja,22ml,f
1512,13,S1,🥫 Conserves & épicerie,Miel,22g,f
1513,13,S1,🥫 Conserves & épicerie,Moutarde,18g,f
1514,13,S1,🥫 Conserves & épicerie,Cornichons,35g,f
1515,13,S1,🥫 Conserves & épicerie,Ketchup,18g,f
1516,13,S1,🥫 Conserves & épicerie,Cumin,5g,f
1517,13,S1,🍎 Fruits & oléagineux,Amandes,180g,f
1518,13,S1,🍎 Fruits & oléagineux,Noix,20g,f
1519,13,S1,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1520,13,S1,🍎 Fruits & oléagineux,Pommes,300g,f
1521,13,S1,🍎 Fruits & oléagineux,Poires,320g,f
1522,13,S1,🍎 Fruits & oléagineux,Kiwis,200g,f
1523,13,S1,🍎 Fruits & oléagineux,Clémentines,280g,f
1524,13,S1,🍎 Fruits & oléagineux,Oranges,180g,f
1525,13,S2,🥩 Viandes & Poissons,Bœuf haché 5%,860g,f
1526,13,S2,🥩 Viandes & Poissons,Filet de porc,370g,f
1527,13,S2,🥩 Viandes & Poissons,Cabillaud,370g,f
1528,13,S2,🥩 Viandes & Poissons,Filet de poulet,990g,f
1529,13,S2,🥩 Viandes & Poissons,Jambon,205g,f
1530,13,S2,🥩 Viandes & Poissons,Bœuf haché 5%,360g,f
1531,13,S2,🥛 Produits laitiers,Skyr,2kg,f
1532,13,S2,🥛 Produits laitiers,Emmental,35g,f
1533,13,S2,🥛 Produits laitiers,Parmesan,62g,f
1534,13,S2,🥛 Produits laitiers,Gruyère,65g,f
1535,13,S2,🥛 Produits laitiers,Crème 15%,125g,f
1536,13,S2,🥛 Produits laitiers,Beurre,30g,f
1537,13,S2,🥛 Produits laitiers,Lait coco,100g,f
1538,13,S2,🥛 Produits laitiers,Lait,140ml,f
1539,13,S2,🥔 Féculents,Pâtes complètes,400g cuites,f
1540,13,S2,🥔 Féculents,PDT,740g,f
1541,13,S2,🥔 Féculents,Riz,640g cuit,f
1542,13,S2,🥔 Féculents,Frites four,400g,f
1543,13,S2,🥔 Féculents,Naan,150g,f
1544,13,S2,🥔 Féculents,Pâtes,340g cuites,f
1545,13,S2,🥔 Féculents,Polenta,360g cuite,f
1546,13,S2,🥔 Féculents,Pain complet,300g,f
1547,13,S2,🥔 Féculents,Farine,55g,f
1548,13,S2,🥬 Légumes de saison,Carottes,330g,f
1549,13,S2,🥬 Légumes de saison,Champignons,300g,f
1550,13,S2,🥬 Légumes de saison,Poireaux,270g,f
1551,13,S2,🥬 Légumes de saison,Betteraves,180g,f
1552,13,S2,🥬 Légumes de saison,Mâche,140g,f
1553,13,S2,🥬 Légumes de saison,Brocoli,270g,f
1554,13,S2,🥬 Légumes de saison,Chou-fleur,370g,f
1555,13,S2,🥬 Légumes de saison,Oignon,350g,f
1556,13,S2,🥬 Légumes de saison,Salade verte,200g,f
1557,13,S2,🥬 Légumes de saison,Lentilles vertes,130g sèches,f
1558,13,S2,🥬 Légumes de saison,Haricots verts,140g,f
1559,13,S2,🥬 Légumes de saison,Olives,25g,f
1560,13,S2,🥬 Légumes de saison,Pois chiches conserve,140g,f
1561,13,S2,🥬 Légumes de saison,Petits pois,80g,f
1657,14,S1,Fruits,Oranges,180g,f
1562,13,S2,🥫 Conserves & épicerie,Passata,470g,f
1563,13,S2,🥫 Conserves & épicerie,Concentré tomate,15g,f
1564,13,S2,🥫 Conserves & épicerie,Sauce soja,22ml,f
1565,13,S2,🥫 Conserves & épicerie,Miel,11g,f
1566,13,S2,🥫 Conserves & épicerie,Gingembre,9g,f
1567,13,S2,🥫 Conserves & épicerie,Moutarde,15g,f
1568,13,S2,🥫 Conserves & épicerie,Curry,10g,f
1569,13,S2,🥫 Conserves & épicerie,Chapelure,34g,f
1570,13,S2,🍎 Fruits & oléagineux,Amandes,180g,f
1571,13,S2,🍎 Fruits & oléagineux,Noix,20g,f
1572,13,S2,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1573,13,S2,🍎 Fruits & oléagineux,Pommes,450g,f
1574,13,S2,🍎 Fruits & oléagineux,Poires,320g,f
1575,13,S2,🍎 Fruits & oléagineux,Kiwis,100g,f
1576,13,S2,🍎 Fruits & oléagineux,Oranges,180g,f
1577,13,S2,🍎 Fruits & oléagineux,Clémentines,140g,f
1578,13,S3,🥩 Viandes & Poissons,Filet de poulet,730g,f
1579,13,S3,🥩 Viandes & Poissons,Saumon,360g,f
1580,13,S3,🥩 Viandes & Poissons,Filet de dinde,370g,f
1581,13,S3,🥩 Viandes & Poissons,Jambon,320g,f
1582,13,S3,🥩 Viandes & Poissons,Bœuf haché 5%,360g,f
1583,13,S3,🥩 Viandes & Poissons,Filet de porc,550g,f
1584,13,S3,🥩 Viandes & Poissons,Lardon fumé,45g,f
1585,13,S3,🥛 Produits laitiers,Skyr,2kg,f
1586,13,S3,🥛 Produits laitiers,Emmental,85g,f
1587,13,S3,🥛 Produits laitiers,Gruyère,45g,f
1588,13,S3,🥛 Produits laitiers,Mozzarella,115g,f
1589,13,S3,🥛 Produits laitiers,Parmesan,14g,f
1590,13,S3,🥛 Produits laitiers,Crème 15%,135g,f
1591,13,S3,🥛 Produits laitiers,Beurre,40g,f
1592,13,S3,🥛 Produits laitiers,Lait,140ml,f
1593,13,S3,🥔 Féculents,Riz,620g cuit,f
1594,13,S3,🥔 Féculents,Pâtes,380g cuites,f
1595,13,S3,🥔 Féculents,Pâtes complètes,580g cuites,f
1596,13,S3,🥔 Féculents,PDT,620g,f
1597,13,S3,🥔 Féculents,Semoule,380g cuite,f
1598,13,S3,🥔 Féculents,Tortilla wrap,175g,f
1599,13,S3,🥔 Féculents,Pain complet,300g,f
1600,13,S3,🥔 Féculents,Farine,80g,f
1601,13,S3,🥔 Féculents,Pâte brisée,130g,f
1602,13,S3,🥬 Légumes de saison,Brocoli,280g,f
1603,13,S3,🥬 Légumes de saison,Poireaux,540g,f
1604,13,S3,🥬 Légumes de saison,Navets,220g,f
1605,13,S3,🥬 Légumes de saison,Haricots verts,440g,f
1606,13,S3,🥬 Légumes de saison,Champignons,360g,f
1607,13,S3,🥬 Légumes de saison,Mâche,140g,f
1608,13,S3,🥬 Légumes de saison,Carottes,230g,f
1609,13,S3,🥬 Légumes de saison,Chou vert,140g,f
1610,13,S3,🥬 Légumes de saison,Salade verte,320g,f
1611,13,S3,🥬 Légumes de saison,Oignon,190g,f
1612,13,S3,🥬 Légumes de saison,Lentilles cuites,430g,f
1613,13,S3,🥬 Légumes de saison,Pois chiches conserve,180g,f
1614,13,S3,🥫 Conserves & épicerie,Passata,130g,f
1615,13,S3,🥫 Conserves & épicerie,Guacamole,55g,f
1616,13,S3,🥫 Conserves & épicerie,Moutarde,47g,f
1617,13,S3,🥫 Conserves & épicerie,Sauce soja,22ml,f
1618,13,S3,🥫 Conserves & épicerie,Gingembre,9g,f
1619,13,S3,🥫 Conserves & épicerie,Cumin,5g,f
1620,13,S3,🥫 Conserves & épicerie,Paprika,3.5g,f
1621,13,S3,🍎 Fruits & oléagineux,Amandes,180g,f
1622,13,S3,🍎 Fruits & oléagineux,Noix,20g,f
1623,13,S3,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1624,13,S3,🍎 Fruits & oléagineux,Pommes,450g,f
1625,13,S3,🍎 Fruits & oléagineux,Poires,320g,f
1626,13,S3,🍎 Fruits & oléagineux,Clémentines,280g,f
1627,13,S3,🍎 Fruits & oléagineux,Kiwis,200g,f
1628,14,S1,Protéines,Skyr nature,2.8kg,f
1629,14,S1,Protéines,Œufs,30 pièces,f
1630,14,S1,Protéines,Saucisses créoles,800g,f
1631,14,S1,Protéines,Bœuf à braiser,960g,f
1632,14,S1,Protéines,Escalopes de dinde,360g,f
1633,14,S1,Protéines,Émincé de porc,330g,f
1634,14,S1,Protéines,Pavés de saumon,360g,f
1635,14,S1,Protéines,Filets de cabillaud,360g,f
1636,14,S1,Protéines,Steaks hachés,270g,f
1637,14,S1,Protéines,Lardons,140g,f
1638,14,S1,Protéines,Jambon blanc,140g,f
1639,14,S1,Protéines,Amandes,200g,f
1640,14,S1,Protéines,Noix,30g,f
1641,14,S1,Légumes,Asperges vertes,270g,f
1642,14,S1,Légumes,Radis roses,220g,f
1643,14,S1,Légumes,Petit pois frais/surgelés,320g,f
1644,14,S1,Légumes,Artichauts,360g,f
1645,14,S1,Légumes,Champignons de Paris,330g,f
1646,14,S1,Légumes,Haricots verts,270g,f
1647,14,S1,Légumes,Mâche,220g,f
1648,14,S1,Légumes,Salade verte,1 pièce,f
1649,14,S1,Légumes,Oignons,1kg,f
1650,14,S1,Légumes,Ail,2 têtes,f
1651,14,S1,Légumes,Gingembre,50g,f
1652,14,S1,Légumes,Pommes de terre,2kg,f
1653,14,S1,Légumes,Carottes,500g,f
1654,14,S1,Fruits,Pommes,300g,f
1655,14,S1,Fruits,Poires,150g,f
1658,14,S1,Crémerie,Crème fraîche,200ml,f
1659,14,S1,Crémerie,Lait,500ml,f
1660,14,S1,Crémerie,Gruyère râpé,100g,f
1661,14,S1,Crémerie,Parmesan,100g,f
1662,14,S1,Crémerie,Cheddar,55g,f
1663,14,S1,Crémerie,Beurre,250g,f
1664,14,S1,Féculents,Riz basmati,1kg,f
1665,14,S1,Féculents,Riz jasmin,500g,f
1666,14,S1,Féculents,Pâtes,560g,f
1667,14,S1,Féculents,Pain complet,1 pain,f
1668,14,S1,Féculents,Pain burger,4 pains,f
1669,14,S1,Conserves,Haricots rouges,2 boîtes 400g,f
1670,14,S1,Conserves,Pois chiches,2 boîtes 400g,f
1671,14,S1,Conserves,Passata,800ml,f
1672,14,S1,Conserves,Lait de coco,400ml,f
1673,14,S1,Conserves,Tomates concassées,400g,f
1674,14,S1,Conserves,Olives noires,100g,f
1675,14,S1,Condiments/Épicerie,Huile d'olive,500ml,f
1676,14,S1,Condiments/Épicerie,Beurre de cacahuète,30g,f
1677,14,S1,Condiments/Épicerie,Miel,50g,f
1678,14,S1,Condiments/Épicerie,Sauce soja,200ml,f
1679,14,S1,Condiments/Épicerie,Nuoc-mam,100ml,f
1680,14,S1,Condiments/Épicerie,Épices créoles,mélange,f
1681,14,S1,Condiments/Épicerie,Curcuma,poudre,f
1682,14,S1,Condiments/Épicerie,Farine,500g,f
1683,14,S1,Condiments/Épicerie,Herbes fraîches,"persil, ciboulette",f
1684,15,S1,Protéines,Skyr nature,3.5kg,f
1685,15,S1,Protéines,Œufs,30 unités,f
1686,15,S1,Protéines,Poulet fermier,600g,f
1687,15,S1,Protéines,Escalope dinde,320g,f
1688,15,S1,Protéines,Pavé saumon,350g,f
1689,15,S1,Protéines,Émincé bœuf,500g,f
1690,15,S1,Protéines,Côte porc,320g,f
1691,15,S1,Protéines,Émincé porc,500g,f
1692,15,S1,Protéines,Filet cabillaud,360g,f
1693,15,S1,Protéines,Jambon blanc,200g,f
1694,15,S1,Protéines,Gigot agneau,320g,f
1695,15,S1,Protéines,Amandes,200g,f
1696,15,S1,Protéines,Noix,100g,f
1697,15,S1,Légumes,Asperges,270g,f
1698,15,S1,Légumes,Poivrons,400g,f
1699,15,S1,Légumes,Radis,210g,f
1700,15,S1,Légumes,Petits pois surgelés,300g,f
1701,15,S1,Légumes,Cœurs artichauts conserve,2 boîtes,f
1702,15,S1,Légumes,Champignons Paris,400g,f
1703,15,S1,Légumes,Épinards frais,500g,f
1704,15,S1,Légumes,Carottes nouvelles,270g,f
1705,15,S1,Légumes,Salade verte,2 pièces,f
1706,15,S1,Légumes,Haricots verts,220g,f
1707,15,S1,Légumes,Oignons,1kg,f
1708,15,S1,Fruits,Pommes,500g,f
1709,15,S1,Fruits,Fraises,300g,f
1710,15,S1,Fruits,Poires,300g,f
1711,15,S1,Fruits,Kiwis,200g,f
1712,15,S1,Fruits,Oranges,400g,f
1713,15,S1,Crémerie,Gruyère râpé,300g,f
1714,15,S1,Crémerie,Crème fraîche,50cl,f
1715,15,S1,Crémerie,Lait,1L,f
1716,15,S1,Crémerie,Beurre,500g,f
1717,15,S1,Féculents,Pommes de terre,2kg,f
1718,15,S1,Féculents,PDT grenaille,500g,f
1719,15,S1,Féculents,Riz basmati,1kg,f
1720,15,S1,Féculents,Semoule,500g,f
1721,15,S1,Féculents,Pain de mie,1 paquet,f
1722,15,S1,Féculents,Pain complet,400g,f
1723,15,S1,Féculents,Farine sarrasin,500g,f
1724,15,S1,Épicerie,Huile olive,50cl,f
1725,15,S1,Épicerie,Passata tomate,1kg,f
1726,15,S1,Épicerie,Lait coco,400ml,f
1727,15,S1,Épicerie,Moutarde,1 pot,f
1728,15,S1,Épicerie,Beurre cacahuète,500g,f
1729,15,S1,Condiments,"Sel, poivre",selon besoin,f
1730,15,S1,Condiments,Herbes Provence,1 pot,f
1731,15,S1,Condiments,Curry poudre,1 pot,f
1732,15,S1,Condiments,Ail,1 tête,f
1733,15,S1,Condiments,Romarin,frais,f
